"vatn_lnr" "year" "lnTOC" "sdep_pred" "TOC" "ndvi.summer" "q.summer" "tm.summer" "SO4" "ndvi.summer_lag1" "ndvi.summer_lag2" "ndvi.summer_lag3" "ndvi.summer_lag4" "ndvi.summer_lag5" "q.summer_lag1" "q.summer_lag2" "q.summer_lag3" "q.summer_lag4" "q.summer_lag5" "Cl"
"30" 69 1986 -0.544727175441672 934.586705433455 0.58 0.783722221851349 10.6317025089606 7.89894922341696 2.2 0.600333331359757 0.73788888586892 0.760444442431132 0.756944454378552 NA 15.793427120669 10.1407368578256 14.742075567503 11.9712144563919 8.65068279569891 0.4
"31" 69 1987 0.182321556793955 950.07250193376 1.2 0.6466666592492 14.4767075866189 6.7858339307049 2 0.783722221851349 0.600333331359757 0.73788888586892 0.760444442431132 0.756944454378552 10.6317025089606 15.793427120669 10.1407368578256 14.742075567503 11.9712144563919 0.3
"32" 69 1988 -0.49429632181478 964.176446940161 0.61 0.747111115190718 23.3786254480287 8.9787619474313 1.8 0.6466666592492 0.783722221851349 0.600333331359757 0.73788888586892 0.760444442431132 14.4767075866189 10.6317025089606 15.793427120669 10.1407368578256 14.742075567503 0.4
"33" 69 1989 -0.186329578191493 967.640400563658 0.83 0.635055551926295 10.9267535842294 7.7024247311828 2.1 0.747111115190718 0.6466666592492 0.783722221851349 0.600333331359757 0.73788888586892 23.3786254480287 14.4767075866189 10.6317025089606 15.793427120669 10.1407368578256 0.5
"34" 69 1990 -0.63487827243597 987.0315278 0.53 0.70588888724645 14.678990442055 8.1342995818399 1.7 0.635055551926295 0.747111115190718 0.6466666592492 0.783722221851349 0.600333331359757 10.9267535842294 23.3786254480287 14.4767075866189 10.6317025089606 15.793427120669 0.5
"35" 69 1991 -0.462035459596559 908.296489732759 0.63 0.66529999838935 11.4281962365591 7.93780316606931 1.8 0.70588888724645 0.635055551926295 0.747111115190718 0.6466666592492 0.783722221851349 14.678990442055 10.9267535842294 23.3786254480287 14.4767075866189 10.6317025089606 0.6
"36" 69 1992 -0.328504066972036 843.056639261383 0.72 0.736277765697903 9.72864516129033 7.82742532855436 1.7 0.66529999838935 0.70588888724645 0.635055551926295 0.747111115190718 0.6466666592492 11.4281962365591 14.678990442055 10.9267535842294 23.3786254480287 14.4767075866189 0.7
"37" 69 1993 0 762.312825373137 1 0.628455561068323 10.3871487455197 6.27782497013142 1.6 0.736277765697903 0.66529999838935 0.70588888724645 0.635055551926295 0.747111115190718 9.72864516129033 11.4281962365591 14.678990442055 10.9267535842294 23.3786254480287 0.7
"38" 69 1994 -0.22314355131421 672.891201940047 0.8 0.681555557582113 13.2519925328554 8.36534767025089 1.6 0.628455561068323 0.736277765697903 0.66529999838935 0.70588888724645 0.635055551926295 10.3871487455197 9.72864516129033 11.4281962365591 14.678990442055 10.9267535842294 0.6
"39" 69 1995 -0.301105092783922 572.8902952 0.74 0.751166661580403 16.4948811230586 8.64436499402628 1.5 0.681555557582113 0.628455561068323 0.736277765697903 0.66529999838935 0.70588888724645 13.2519925328554 10.3871487455197 9.72864516129033 11.4281962365591 14.678990442055 0.6
"40" 69 1996 -0.446287102628419 552.897148 0.64 0.772499998410543 6.27681630824373 7.84966696535245 1.4 0.751166661580403 0.681555557582113 0.628455561068323 0.736277765697903 0.66529999838935 16.4948811230586 13.2519925328554 10.3871487455197 9.72864516129033 11.4281962365591 0.5
"41" 69 1997 -0.210721031315653 343.5573497 0.81 0.751944442590078 12.3372900238949 10.0415654121864 1.4 0.772499998410543 0.751166661580403 0.681555557582113 0.628455561068323 0.736277765697903 6.27681630824373 16.4948811230586 13.2519925328554 10.3871487455197 9.72864516129033 0.6
"42" 69 1998 -0.27443684570176 338.3435069 0.76 0.672499996092584 16.860078255675 6.95890979689367 1.3 0.751944442590078 0.772499998410543 0.751166661580403 0.681555557582113 0.628455561068323 12.3372900238949 6.27681630824373 16.4948811230586 13.2519925328554 10.3871487455197 0.5
"43" 69 1999 -0.3147107448397 383.8660872 0.73 0.7456666595406 15.7048175029868 8.18446654719236 1.2 0.672499996092584 0.751944442590078 0.772499998410543 0.751166661580403 0.681555557582113 16.860078255675 12.3372900238949 6.27681630824373 16.4948811230586 13.2519925328554 0.5
"44" 69 2000 NA 353.151082 NA 0.761388887961705 9.65000059737158 7.69479330943847 NA 0.7456666595406 0.672499996092584 0.751944442590078 0.772499998410543 0.751166661580403 15.7048175029868 16.860078255675 12.3372900238949 6.27681630824373 16.4948811230586 NA
"45" 69 2001 -0.0943106794712413 310.1378066 0.91 0.736677769157621 20.8124563918757 8.1785734767025 1 0.761388887961705 0.7456666595406 0.672499996092584 0.751944442590078 0.772499998410543 9.65000059737158 15.7048175029868 16.860078255675 12.3372900238949 6.27681630824373 0.5
"46" 69 2002 NA 269.324076 NA 0.746222227811813 10.1457054958184 9.60959109916369 NA 0.736677769157621 0.761388887961705 0.7456666595406 0.672499996092584 0.751944442590078 20.8124563918757 9.65000059737158 15.7048175029868 16.860078255675 12.3372900238949 NA
"47" 69 2003 -0.162518929497775 291.2315659 0.85 0.750788884030448 14.8344554958184 9.52293100358423 1.13 0.746222227811813 0.736677769157621 0.761388887961705 0.7456666595406 0.672499996092584 10.1457054958184 20.8124563918757 9.65000059737158 15.7048175029868 16.860078255675 0.41
"48" 69 2004 -0.27443684570176 248.3001151 0.76 0.735888888438542 10.3634593787336 8.05832915173238 0.98 0.750788884030448 0.746222227811813 0.736677769157621 0.761388887961705 0.7456666595406 14.8344554958184 10.1457054958184 20.8124563918757 9.65000059737158 15.7048175029868 0.35
"49" 69 2005 -0.210721031315653 252.2466107 0.81 0.695166670613819 10.0527093787336 8.42151493428912 0.94 0.735888888438542 0.750788884030448 0.746222227811813 0.736677769157621 0.761388887961705 10.3634593787336 14.8344554958184 10.1457054958184 20.8124563918757 9.65000059737158 0.36
"50" 69 2006 -0.0618754037180875 267.8926305 0.94 0.750966671440337 9.36637186379927 10.0728679808841 0.94 0.695166670613819 0.735888888438542 0.750788884030448 0.746222227811813 0.736677769157621 10.0527093787336 10.3634593787336 14.8344554958184 10.1457054958184 20.8124563918757 0.36
"51" 69 2007 -0.139262067333508 109.5870509 0.87 0.673933333820767 14.1483906810036 8.67412933094385 0.85 0.750966671440337 0.695166670613819 0.735888888438542 0.750788884030448 0.746222227811813 9.36637186379927 10.0527093787336 10.3634593787336 14.8344554958184 10.1457054958184 0.39
"52" 69 2008 0 118.712624 1 0.747277779711617 15.0682738948626 8.6338097371565 0.77 0.673933333820767 0.750966671440337 0.695166670613819 0.735888888438542 0.750788884030448 14.1483906810036 9.36637186379927 10.0527093787336 10.3634593787336 14.8344554958184 0.33
"53" 69 2009 -0.287682072451781 151.3800899 0.75 0.663833333386315 14.1283139187574 8.73086409796894 0.86 0.747277779711617 0.673933333820767 0.750966671440337 0.695166670613819 0.735888888438542 15.0682738948626 14.1483906810036 9.36637186379927 10.0527093787336 10.3634593787336 0.33
"54" 69 2010 -0.105360515657826 144.7209534 0.9 0.747199989027447 15.1878396057348 9.16715203106333 0.75 0.663833333386315 0.747277779711617 0.673933333820767 0.750966671440337 0.695166670613819 14.1283139187574 15.0682738948626 14.1483906810036 9.36637186379927 10.0527093787336 0.34
"55" 69 2011 -0.139262067333508 98.39404265 0.87 0.635266674889458 14.7956090203106 9.18686499402628 0.81 0.747199989027447 0.663833333386315 0.747277779711617 0.673933333820767 0.750966671440337 15.1878396057348 14.1283139187574 15.0682738948626 14.1483906810036 9.36637186379927 0.29
"56" 69 2012 -0.430782916092454 108.11968751895 0.65 NA 9.46450597371565 8.03740471923536 0.72 0.635266674889458 0.747199989027447 0.663833333386315 0.747277779711617 0.673933333820767 14.7956090203106 15.1878396057348 14.1283139187574 15.0682738948626 14.1483906810036 0.31
"57" 69 2013 -0.0304592074847086 103.895896206827 0.97 NA 14.3968121266428 9.06454151732376 0.68 NA 0.635266674889458 0.747199989027447 0.663833333386315 0.747277779711617 9.46450597371565 14.7956090203106 15.1878396057348 14.1283139187574 15.0682738948626 0.34
"58" 282 1957 NA NA NA NA 2.58425089605735 10.5091182795699 NA NA NA NA NA NA NA NA NA NA NA NA
"59" 282 1958 NA NA NA NA 0.849749820788532 10.7418623655914 NA NA NA NA NA NA 2.58425089605735 NA NA NA NA NA
"60" 282 1959 NA NA NA NA 0.612522580645161 11.6336681003584 NA NA NA NA NA NA 0.849749820788532 2.58425089605735 NA NA NA NA
"61" 282 1960 NA NA NA NA 2.99633620071685 10.9899204301075 NA NA NA NA NA NA 0.612522580645161 0.849749820788532 2.58425089605735 NA NA NA
"62" 282 1961 NA NA NA NA 1.32981863799283 10.2660982078853 NA NA NA NA NA NA 2.99633620071685 0.612522580645161 0.849749820788532 2.58425089605735 NA NA
"63" 282 1962 NA NA NA NA 1.72289534050179 8.89800286738351 NA NA NA NA NA NA 1.32981863799283 2.99633620071685 0.612522580645161 0.849749820788532 2.58425089605735 NA
"64" 282 1963 NA NA NA NA 1.44388100358423 11.2886258064516 NA NA NA NA NA NA 1.72289534050179 1.32981863799283 2.99633620071685 0.612522580645161 0.849749820788532 NA
"65" 282 1964 NA NA NA NA 1.55577347670251 9.32064372759857 NA NA NA NA NA NA 1.44388100358423 1.72289534050179 1.32981863799283 2.99633620071685 0.612522580645161 NA
"66" 282 1965 NA NA NA NA 2.15413978494624 9.4010917562724 NA NA NA NA NA NA 1.55577347670251 1.44388100358423 1.72289534050179 1.32981863799283 2.99633620071685 NA
